accession	tax_id	scientific_name	description	last_updated	base_count	first_public
U76474	7224	Drosophila hydei	Drosophila hydei strain 6 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	2005-04-18	897	1996-11-19
X54116	7220	Drosophila erecta	D.erecta Adh gene for alcohol dehydrogenase and Adh-related gene	2006-11-14	3867	1992-04-14
AB669829	67531	Drosophila lacteicornis	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: BG0571.0.	2014-01-02	838	2014-01-02
AB669861	137356	Drosophila cauverii	Drosophila cauverii Adh gene for alcohol dehydrogenase, partial cds, strain: cauv-CNRS.	2014-01-02	833	2014-01-02
AF136677	95109	Drosophila americana americana	Drosophila americana americana D.am-.6Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AY340302	40366	Drosophila americana	Drosophila americana pop-variant NN97.08Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	881	2003-08-13
AY364513	7230	Drosophila mojavensis	Drosophila mojavensis strain MJS 68 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	2005-04-16	879	2004-01-30
AY340278	40366	Drosophila americana	Drosophila americana pop-variant DN00.01X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	881	2003-08-13
AY340292	40366	Drosophila americana	Drosophila americana pop-variant NN00.09X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	881	2003-08-13
AY340294	40366	Drosophila americana	Drosophila americana pop-variant DN00.02Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	881	2003-08-13
AY364506	7230	Drosophila mojavensis	Drosophila mojavensis strain MJS 16F alcohol dehydrogenase 1 (Adh1) gene, complete cds.	2005-04-16	880	2004-01-30
AY874361	7241	Drosophila subobscura	Drosophila subobscura strain line 0 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	2005-05-31	1422	2005-05-31
AY874371	7241	Drosophila subobscura	Drosophila subobscura strain line 24 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	2005-05-31	1406	2005-05-31
AB703316	7247	Drosophila algonquin	Drosophila algonquin Adh gene for alcohol dehydrogenase, partial cds, clone: D.algonquin.	2012-03-18	405	2012-03-18
AB703319	7249	Drosophila azteca	Drosophila azteca Adh gene for alcohol dehydrogenase, partial cds, clone: D.azteca.	2012-03-18	405	2012-03-18
AB703324	7237	Drosophila pseudoobscura	Drosophila pseudoobscura Adh gene for alcohol dehydrogenase, partial cds, clone: D.pseudoobscura.	2012-03-18	405	2012-03-18
AF136678	95109	Drosophila americana americana	Drosophila americana americana D.am-.3Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AY340295	40366	Drosophila americana	Drosophila americana pop-variant DN00.04Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	881	2003-08-13
AY364493	7230	Drosophila mojavensis	Drosophila mojavensis strain MJS 14 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	2005-04-16	880	2004-01-30
AY364499	7230	Drosophila mojavensis	Drosophila mojavensis strain MJS 115 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	2005-04-16	880	2004-01-30
AY874368	7241	Drosophila subobscura	Drosophila subobscura strain line 16 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	2005-05-31	1406	2005-05-31
EF216308	426741	Drosophila luguensis	Drosophila luguensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	2010-09-07	431	2007-06-10
U76483	7231	Drosophila mulleri	Drosophila mulleri strain -1371.22 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	2005-04-18	902	1997-03-06
AY364522	7230	Drosophila mojavensis	Drosophila mojavensis strain MJS 133 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	2005-04-16	879	2004-01-30
AY874367	7241	Drosophila subobscura	Drosophila subobscura strain line 11 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	2005-05-31	1406	2005-05-31
AB703320	7218	Drosophila bifasciata	Drosophila bifasciata Adh gene for alcohol dehydrogenase, partial cds, clone: D.bifasciata.	2012-03-18	405	2012-03-18
AY340280	40366	Drosophila americana	Drosophila americana pop-variant DN00.04X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	881	2003-08-13
AY340284	40366	Drosophila americana	Drosophila americana pop-variant NN97.02X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	881	2003-08-13
AY340285	40366	Drosophila americana	Drosophila americana pop-variant NN97.04X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	881	2003-08-13
AY874366	7241	Drosophila subobscura	Drosophila subobscura strain line 10 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	2005-05-31	1406	2005-05-31
AY874374	7241	Drosophila subobscura	Drosophila subobscura strain line 35 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	2005-05-31	1406	2005-05-31
EF216309	426743	Drosophila limingi	Drosophila limingi alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	2010-09-07	429	2007-06-10
U76480	7231	Drosophila mulleri	Drosophila mulleri strain -1371.16 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	2005-04-18	902	1997-03-06
AB669838	137070	Drosophila tani	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.00.	2014-01-02	838	2014-01-02
AB669874	73157	Drosophila nikananu	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.01.	2014-01-02	838	2014-01-02
AF067283	7239	Drosophila subsilvestris	Drosophila subsilvestris alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	2006-11-14	437	1998-07-02
AY154844	7263	Drosophila arizonae	Drosophila arizonae strain ARTU 34 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	878	2003-03-03
AY154854	7263	Drosophila arizonae	Drosophila arizonae strain AR00 5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
AB932673	133976	Drosophila similis	Drosophila similis Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2321.00.	2014-10-26	839	2014-10-26
M17827	7227	Drosophila melanogaster	D.melanogaster (strain Wa-S) alcohol dehydrogenase gene (allele Adh-s), complete cds.	2006-11-14	2696	1991-07-01
AB194441	42026	Drosophila bipectinata	Drosophila bipectinata Adh gene for alcohol dehydrogenase, partial cds, strain:wild type CJB162.	2006-02-27	759	2005-05-07
AY154843	7263	Drosophila arizonae	Drosophila arizonae strain ARTU 24 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	878	2003-03-03
AY154845	7263	Drosophila arizonae	Drosophila arizonae strain ARTU 35 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	879	2003-03-03
EF560579	30028	Drosophila gaucha	Drosophila gaucha pop-variant Campos do Jordao alcohol dehydrogenase (adh) gene, partial cds.	2008-07-12	626	2008-05-01
LC057202	186284	Drosophila paralutea	Drosophila paralutea Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0281.00.	2019-06-04	829	2019-06-04
M17828	7227	Drosophila melanogaster	D.melanogaster (strain Fl-1S) alcohol dehydrogenase gene (allele Adh-F), complete cds.	2006-11-14	2696	1991-07-01
AB669848	132243	Drosophila vulcana	Drosophila vulcana Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0711.00.	2014-01-02	773	2014-01-02
AB669886	137074	Drosophila mayri	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.00.	2014-01-02	836	2014-01-02
AB932666	133990	Drosophila parthenogenetica	Drosophila parthenogenetica Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2221.00.	2014-10-26	834	2014-10-26
X15585	7232	Drosophila navojoa	Drosophila navojoa Adh-1 gene for alcohol dehydrogenase (EC 1.1.1.1)	2006-11-14	2334	1989-11-23
LC057201	94111	Drosophila prostipennis	Drosophila prostipennis Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0291.00.	2019-06-04	827	2019-06-04
X03048	7231	Drosophila mulleri	Drosophila mulleri adh genes for alcohol dehydrogenase (adh-1, adh-2, pseudo-adh)	2006-11-14	6778	1986-07-02
AB194427	30050	Drosophila varians	Drosophila varians Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	2006-02-27	1756	2005-05-07
AF045124	30024	Drosophila emarginata	Drosophila emarginata strain 14042-0841.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	2006-11-14	405	1998-06-02
AF045125	30024	Drosophila emarginata	Drosophila emarginata strain 14042-0841.7 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	2006-11-14	405	1998-06-02
AY154830	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
AY154864	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	877	2003-03-03
AB194421	42026	Drosophila bipectinata	Drosophila bipectinata Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	2006-02-27	1769	2005-05-07
AF045113	7273	Drosophila saltans	Drosophila saltans strain 14045-0911.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	2006-11-14	405	1998-06-02
AY154868	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	878	2003-03-03
U66411	7227	Drosophila melanogaster	Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds.	1997-10-02	4789	1996-11-02
AY154834	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 103.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
AY154837	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 157.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
AY154874	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 157.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	880	2003-03-03
AY154876	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 205.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	878	2003-03-03
AF348881	73155	Drosophila biauraria	Drosophila biauraria strain HP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	2006-11-14	666	2001-04-16
AF348880	67534	Drosophila triauraria	Drosophila triauraria strain ONM alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	2006-11-14	668	2001-04-16
AI513113	7227	Drosophila melanogaster	GH01616.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH01616 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.	2003-12-03	515	1999-03-23
CK131199	7227	Drosophila melanogaster	GH15138.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH15138 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.	2003-12-03	668	2003-12-03
CV785019	7245	Drosophila yakuba	zaa07h09.x2 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to TR:Q9U8T1 Q9U8T1 ALCOHOL DEHYDROGENASE , mRNA sequence.	2004-11-12	231	2004-11-12
BI566106	7227	Drosophila melanogaster	RH35228.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH35228 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/31/2001, mRNA sequence.	2001-09-07	559	2001-09-07
AI107293	7227	Drosophila melanogaster	GH03875.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH03875 5 similar to X04454: Drosophila melanogaster alcohol dehydrogenase null4 allele, mRNA sequence.	2001-04-27	445	1998-09-04
AY695385	133993	Drosophila belladunni	Drosophila belladunni alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	2006-11-14	1117	2006-08-01
AY695382	133979	Drosophila dunni	Drosophila dunni alcohol dehydrogenase (adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exons 1 through 3 and partial cds.	2006-11-14	2005	2006-08-01
BF497094	7227	Drosophila melanogaster	AT11166.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT11166 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/08/2001, mRNA sequence.	2001-04-26	532	2000-12-07
BF494131	7227	Drosophila melanogaster	AT02556.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT02556 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/07/2001, mRNA sequence.	2001-04-26	799	2000-12-07
BI214744	7227	Drosophila melanogaster	RE20859.5prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE20859 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/12/2001, mRNA sequence.	2001-07-13	677	2001-07-13
BI623813	7227	Drosophila melanogaster	RH56162.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH56162 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/22/2001, mRNA sequence.	2001-09-11	601	2001-09-11
AA802598	7227	Drosophila melanogaster	GM05887.5prime GM Drosophila melanogaster ovary BlueScript Drosophila melanogaster cDNA clone GM05887 5 similar to T3dh: FBan0003425 GO:[alcohol dehydrogenase (GO:0004022) enzyme (GO:0003824)] located on: 2R 58D4-58D4 : 08/13/2002, mRNA sequence.	2003-12-03	684	1998-02-13
BI630708	7227	Drosophila melanogaster	RH59992.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH59992 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/23/2001, mRNA sequence.	2001-09-11	558	2001-09-11
AI387658	7227	Drosophila melanogaster	GH18240.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH18240 3prime similar to U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds. CDS:<1..184 PID:g1655925, mRNA sequence.	2001-04-25	512	1999-02-01
AA440486	7227	Drosophila melanogaster	LD13208.3prime LD Drosophila melanogaster embryo BlueScript Drosophila melanogaster cDNA clone LD13208 3prime similar to U66409: Drosophila melanogaster Pgc mRNA, 3' non-coding region U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds, mRNA sequence.	2001-04-26	529	1997-06-03
AF006564	7234	Drosophila persimilis	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	2005-04-15	3482	1997-09-11
AY279327	51159	Drosophila lutescens	Drosophila lutescens alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.	2006-11-14	2773	2004-03-31
AF399012	42027	Drosophila kuntzei	Drosophila kuntzei alcohol dehydrogenase (Adh) and alcohol dehydrogenase-related protein (Adhr) genes, complete cds.	2005-04-15	4800	2001-08-16
JF735883	7282	Drosophila obscura	Drosophila obscura alcohol dehydrogenase gene, partial cds.	2011-10-24	639	2011-10-24
X62187	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3444	1992-10-16
X62212	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3459	1992-10-16
X62234	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3499	1992-10-16
X64473	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3487	1992-10-16
X64488	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3469	1992-10-16
JF735884	7283	Drosophila phalerata	Drosophila phalerata alcohol dehydrogenase gene, partial cds.	2011-10-24	370	2011-10-24
M19264	7226	Drosophila mauritiana	D.mauritiana alcohol dehydrogenase gene, complete cds.	2006-11-14	4581	1988-10-04
X64475	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3470	1992-10-16
X64489	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3472	1992-10-16
AH000981	7227	Drosophila melanogaster	Drosophila melanogaster alcohol dehydrogenase gene, partial cds.	2011-06-30	271	2011-06-30
U68469	7266	Drosophila guanche	Drosophila guanche alcohol dehydrogenase (Adh) processed pseudogene.	1999-09-17	2146	1999-01-06
X62227	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3444	1992-10-16
X62237	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3470	1992-10-16
X64479	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3459	1992-10-16
U68471	30013	Drosophila madeirensis	Drosophila madeirensis alcohol dehydrogenase (Adh) processed pseudogene.	1999-09-17	1042	1999-01-06
X62205	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3479	1992-10-16
X62207	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3467	1992-10-16
X64474	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3475	1992-10-16
X64482	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3498	1992-10-16
M63392	7235	Drosophila picticornis	Drosophila picticornis alcohol dehydrogenase gene, complete cds.	2006-11-14	1598	1991-04-04
X62197	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3490	1992-10-16
X64484	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3472	1992-10-16
X62230	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3474	1992-10-16
X64483	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3463	1992-10-16
X64481	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3494	1992-10-16
X62202	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3476	1992-10-16
X62208	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3468	1992-10-16
X62216	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3481	1992-10-16
X62231	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3465	1992-10-16
AY238780	7229	Drosophila miranda	Drosophila miranda strain MSH22 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2005-04-16	2042	2003-04-08
AY238781	7229	Drosophila miranda	Drosophila miranda strain MSH38 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2005-04-16	2042	2003-04-08
AF264081	46794	Drosophila tropicalis	Drosophila tropicalis alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	405	2000-05-30
AF264082	7260	Drosophila willistoni	Drosophila willistoni alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	405	2000-05-30
AY006426	46814	Drosophila primaeva	Drosophila primaeva alcohol dehydrogenase (Adh) gene, partial cds.	2005-09-26	508	2001-09-04
AY081438	103845	Drosophila nannoptera	Drosophila nannoptera alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	288	2002-08-09
AY750133	311479	Drosophila gani	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
M73256	7227	Drosophila melanogaster	D.melanogaster alcohol dehydrogenase (Adh) gene, exon 2.	2006-11-14	1375	1991-07-12
MG684382	30044	Drosophila rubida	Drosophila rubida alcohol dehydrogenase (Adh) gene, partial cds.	2018-02-04	693	2018-02-04
AB026529	46793	Drosophila paulistorum	Drosophila paulistorum gene for alcohol dehydrogenase, partial cds.	2005-04-14	776	1999-10-29
AY006424	46819	Drosophila obscuripes	Drosophila obscuripes alcohol dehydrogenase (Adh) gene, partial cds.	2005-09-26	510	2001-09-04
AY750121	65966	Drosophila tsigana	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
AY750125	107829	Drosophila moriwakii	Drosophila moriwakii alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
AY750128	65966	Drosophila tsigana	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
HQ631469	125945	Drosophila biarmipes	Drosophila biarmipes alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
HQ631474	65963	Drosophila fuyamai	Drosophila fuyamai alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
HQ631477	212812	Drosophila liui	Drosophila liui alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
HQ631482	65964	Drosophila pseudoananassae	Drosophila pseudoananassae alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
HQ631483	94111	Drosophila prostipennis	Drosophila prostipennis alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
HQ631485	137070	Drosophila tani	Drosophila tani alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
HQ631486	94110	Drosophila trapezifrons	Drosophila trapezifrons alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
HQ631487	94114	Drosophila trilutea	Drosophila trilutea alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
JF710263	50033	Drosophila kanekoi	Drosophila kanekoi alcohol dehydrogenase (Adh) gene, complete cds.	2011-07-03	890	2011-07-03
AB026526	30024	Drosophila emarginata	Drosophila emarginata gene for alcohol dehydrogenase, partial cds.	2005-04-14	840	1999-10-29
AF059890	7256	Drosophila pinicola	Drosophila pinicola alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	290	1998-04-28
AF264073	46840	Drosophila capricorni	Drosophila capricorni alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	405	2000-05-30
AF264074	46790	Drosophila equinoxialis	Drosophila equinoxialis alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	405	2000-05-30
AY750122	119604	Drosophila lacertosa	Drosophila lacertosa alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
AY750129	311475	Drosophila yunnanensis	Drosophila yunnanensis alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
AY750143	311480	Drosophila medioconstricta	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
AY754404	7246	Drosophila affinis	Drosophila affinis alcohol dehydrogenase (Adh) gene, complete cds.	2006-10-20	2529	2005-04-04
DQ471664	7253	Drosophila mercatorum	Drosophila mercatorum alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
EU532133	126477	Drosophila fumipennis	Drosophila fumipennis alcohol dehydrogenase (Adh) gene, partial cds.	2010-01-21	590	2010-01-21
HQ631479	307244	Drosophila ogumai	Drosophila ogumai alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
L08648	7260	Drosophila willistoni	Drosophila willistoni alcohol dehydrogenase (Adh) gene, complete cds.	2006-11-14	1308	1993-01-15
M36581	7240	Drosophila simulans	D.simulans alcohol dehydrogenase (Adh) gene, complete cds.	2006-11-14	2719	1990-08-30
U26843	40371	Drosophila lummei	Drosophila lummei alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-17	950	1995-06-22
X68159	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS298)	2006-11-14	3476	1992-10-08
AY006412	46808	Drosophila oahuensis	Drosophila oahuensis alcohol dehydrogenase (Adh) gene, partial cds.	2005-09-26	510	2001-09-04
X68161	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS302)	2006-11-14	3463	1992-10-08
AY750140	311483	Drosophila unimaculata	Drosophila unimaculata alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
DQ471657	30016	Drosophila aracataca	Drosophila aracataca alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
U94206	58310	Drosophila soonae	Drosophila soonae alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-18	204	1998-02-23
U94196	46895	Drosophila cyrtoloma	Drosophila cyrtoloma alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-18	222	1998-02-23
GQ376038	7240	Drosophila simulans	Drosophila simulans alcohol dehydrogenase (ADH) gene, partial cds.	2009-08-03	410	2009-08-02
AY238770	7229	Drosophila miranda	Drosophila miranda strain 0101.3 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2005-04-16	2042	2003-04-08
M60992	46244	Drosophila pseudoobscura bogotana	Drosophila pseudoobscura bogotana alcohol dehydrogenase (adh) gene, complete cds.	2006-11-14	3485	1992-04-30
X03630	7230	Drosophila mojavensis	Drosophila mojavensis duplicated Adh-2 gene fragment (alcohol dehydrogenase)	2005-04-18	285	1986-11-18
AB261132	98362	Drosophila ruberrima	Drosophila ruberrima Adh gene for alcohol dehydrogenase, partial cds.	2007-11-03	858	2007-11-03
AB932674	30046	Drosophila sternopleuralis	Drosophila sternopleuralis Adh gene for alcohol dehydrogenase, partial cds.	2014-10-26	755	2014-10-26
AF260693	7257	Drosophila robusta	Drosophila robusta alcohol dehydrogenase-related protein gene, partial cds.	2005-04-15	458	2000-09-20
HQ232350	1052065	Drosophila hypercephala	Drosophila hypercephala isolate c1 alcohol dehydrogenase gene, partial cds.	2011-08-08	437	2011-08-08
KM016470	7240	Drosophila simulans	Drosophila simulans isolate KY06 alcohol dehydrogenase-related gene, intron.	2014-09-24	476	2014-09-24
KM016474	7240	Drosophila simulans	Drosophila simulans isolate KY04 alcohol dehydrogenase-related gene, intron.	2014-09-24	481	2014-09-24
U95272	46793	Drosophila paulistorum	Drosophila paulistorum Tame alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1166	1999-01-06
X57368	7245	Drosophila yakuba	Drosophila yakuba (individual d) Adh gene for alcohol dehydrogenase	2006-11-14	975	1991-07-17
AB033639	55950	Drosophila sordidula	Drosophila sordidula Adh mRNA for alcohol dehydrogenase, partial cds.	2006-07-17	711	1999-11-16
